,MAE,MSE,R2,Dataset,Algorithm,Score
48,0.08181511998129214,0.011429541391292864,0.6872975182819647,dataset_outliers_l_generated-train,KNN-train,0.0466223306862925
49,0.08160366215843785,0.013461712680781885,0.7628507096197958,dataset_reduce_l-train,KNN-train,0.04753268741960987
50,0.07313848525222907,0.010073458225228146,0.7204805446150394,dataset_reduce_outliers_l-train,KNN-train,0.04160597173872861
51,0.07814313885416256,0.011868817883457863,0.721070743661305,dataset_reduce_isolation_l-train,KNN-train,0.045005978368810214
52,0.10806685154134092,0.022506002120501183,0.6035160362255146,dataset-train,Decision-Tree-train,0.06528642683092105
53,0.10806640264964358,0.022513284291570936,0.6033882129773731,dataset_wp-train,Decision-Tree-train,0.06528984347060726
54,0.09459257899608996,0.016289720933164796,0.5480069103091936,dataset_outliers-train,Decision-Tree-train,0.05544114996462737
55,0.09477073243503895,0.01629355263972173,0.5365107529876457,dataset_wp_outliers-train,Decision-Tree-train,0.05553214253738034
56,0.10140365688063598,0.019475771383949052,0.5423177225286266,dataset_isolation-train,Decision-Tree-train,0.060439714132292516
57,0.10174231101906084,0.019631497689282233,0.5207628900555616,dataset_wp_isolation-train,Decision-Tree-train,0.06068690435417154
58,0.10806685154134092,0.022506002120501183,0.6035160362255146,dataset_log-train,Decision-Tree-train,0.06528642683092105
59,0.10806640264964358,0.022513284291570936,0.6033882129773731,dataset_wp_log-train,Decision-Tree-train,0.06528984347060726
60,0.08180970227623849,0.012834046466860127,0.7499808847324642,dataset_sample-train,Decision-Tree-train,0.047321874371549305
61,0.11343320675370436,0.024320998130695718,0.5715461290099485,dataset_l-train,Decision-Tree-train,0.06887710244220004
62,0.11343320675370436,0.024320998130695718,0.5715461290099485,dataset_wp_l-train,Decision-Tree-train,0.06887710244220004
63,0.09986559524620671,0.01770210990131895,0.5087943644227073,dataset_outliers_l-train,Decision-Tree-train,0.058783852573762826
64,0.09902246313340304,0.017439500830479383,0.5039253081685627,dataset_wp_outliers_l-train,Decision-Tree-train,0.05823098198194121
65,0.10665312715202786,0.02088118033403344,0.5092917072448959,dataset_isolation_l-train,Decision-Tree-train,0.06376715374303066
66,0.10635609505834856,0.020958259276486684,0.48837866904785737,dataset_wp_isolation_l-train,Decision-Tree-train,0.06365717716741762
67,0.11343320675370436,0.024320998130695718,0.5715461290099485,dataset_log_l-train,Decision-Tree-train,0.06887710244220004
68,0.11343320675370436,0.024320998130695718,0.5715461290099485,dataset_wp_log_l-train,Decision-Tree-train,0.06887710244220004
69,0.04451965072898079,0.003762498159187039,0.9405175955752203,dataset_representative-train,Decision-Tree-train,0.024141074444083917
70,0.048159337487268104,0.004403491377585066,0.8537657019217895,dataset_outliers_representative-train,Decision-Tree-train,0.026281414432426584
71,0.11401332573813953,0.023272964518769076,0.45982456410884487,dataset_isolation_l_generated-train,Decision-Tree-train,0.0686431451284543
72,0.11603065056297442,0.022297576219545482,0.47330034513381003,dataset_isolation_generated-train,Decision-Tree-train,0.06916411339125995
73,0.10749795539372178,0.018852415747085675,0.4723912059085773,dataset_outliers_generated-train,Decision-Tree-train,0.06317518557040373
74,0.10797860672857858,0.01938541620852415,0.46962707839687373,dataset_outliers_l_generated-train,Decision-Tree-train,0.06368201146855136
75,0.11268582050693295,0.024003340629907225,0.5771403429687381,dataset_reduce_l-train,Decision-Tree-train,0.06834458056842009
76,0.10089383158058485,0.017964464709094123,0.5015151449902904,dataset_reduce_outliers_l-train,Decision-Tree-train,0.05942914814483949
77,0.1069833394105965,0.020850377310112737,0.5100105512848785,dataset_reduce_isolation_l-train,Decision-Tree-train,0.06391685836035461
