,MAE,MSE,R2,Dataset,Algorithm,Score
49,0.10643995671157011,0.02161002433184162,0.6191555802847257,dataset_reduce_l,Extra-Trees,0.06402499052170586
50,0.09537400642833015,0.016456271112064824,0.543298657328944,dataset_reduce_outliers_l,Extra-Trees,0.055915138770197485
51,0.10055654364428071,0.018870277367232433,0.5565417888990648,dataset_reduce_isolation_l,Extra-Trees,0.05971341050575657
52,0.06605284465734163,0.010205383605693553,0.8201422659066347,dataset,Bagging,0.03812911413151759
53,0.06716042473639286,0.010492611553682554,0.8150869181542207,dataset_wp,Bagging,0.03882651814503771
54,0.059379565217769936,0.00772586810633078,0.7855462059465719,dataset_outliers,Bagging,0.033552716662050355
55,0.0599018758851184,0.00783976007452904,0.776857962708547,dataset_wp_outliers,Bagging,0.03387081797982372
56,0.06274283830535043,0.008706494595214585,0.7953601962627511,dataset_isolation,Bagging,0.03572466645028251
57,0.06281082050606819,0.008768491968199704,0.7858800250898195,dataset_wp_isolation,Bagging,0.03578965623713395
58,0.06606289185096145,0.0102212657718885,0.8198687477424169,dataset_log,Bagging,0.03814207881142498
59,0.06714638697572381,0.010512708612071897,0.8147373478518378,dataset_wp_log,Bagging,0.038829547793897856
60,0.09892014418750454,0.018770688372191712,0.6280797118102183,dataset_sample,Bagging,0.05884541627984813
61,0.1012789239745403,0.02069034706881846,0.6353417863736578,dataset_l,Bagging,0.06098463552167938
62,0.1012789239745403,0.02069034706881846,0.6353417863736578,dataset_wp_l,Bagging,0.06098463552167938
63,0.08945971760463522,0.015141452249651324,0.5797578875038643,dataset_outliers_l,Bagging,0.052300584927143276
64,0.08896212922613417,0.014943983653764818,0.5747666212860214,dataset_wp_outliers_l,Bagging,0.05195305643994949
65,0.09597122932225347,0.017930942874664124,0.578638311834054,dataset_isolation_l,Bagging,0.056951086098458795
66,0.09577779205907141,0.01802261389201979,0.5599250842360475,dataset_wp_isolation_l,Bagging,0.0569002029755456
67,0.10123831667601371,0.020687039842196813,0.6353957008755173,dataset_log_l,Bagging,0.060962678259105264
68,0.10123831667601371,0.020687039842196813,0.6353957008755173,dataset_wp_log_l,Bagging,0.060962678259105264
69,0.11650719336552563,0.027567294004837355,0.5116771217112955,dataset_representative,Bagging,0.0720372436851815
70,0.13174459807496783,0.03411805498221881,0.39563793212326726,dataset_outliers_representative,Bagging,0.08293132652859332
71,0.11038157110176465,0.021939110370919498,0.4905996669046786,dataset_isolation_l_generated,Bagging,0.06616034073634207
72,0.09361154139117892,0.015197055298863216,0.6409853183950596,dataset_isolation_generated,Bagging,0.054404298345021064
73,0.08746675689662789,0.01309626776982846,0.6334315662381504,dataset_outliers_generated,Bagging,0.050281512333228175
74,0.10338586075758889,0.018216088606635743,0.5015800612541751,dataset_outliers_l_generated,Bagging,0.06080097468211232
75,0.10739427455247608,0.022714772899541266,0.599701681233937,dataset_reduce_l,Bagging,0.06505452372600867
76,0.09769422526850954,0.01752199120833511,0.5136858412510289,dataset_reduce_outliers_l,Bagging,0.05760810823842233
77,0.10134458390847627,0.0195974460573776,0.5394397223774094,dataset_reduce_isolation_l,Bagging,0.06047101498292694
78,0.10662447420554151,0.02198140341541781,0.6126764107675673,dataset,Ada-Boost,0.06430293881047966
79,0.10651941209862317,0.021936207605921444,0.6134899047658134,dataset_wp,Ada-Boost,0.0642278098522723
80,0.0934535629140958,0.01578620031314209,0.5618378372314783,dataset_outliers,Ada-Boost,0.05461988161361894
81,0.09252135117042971,0.015505807261692466,0.5588627530588813,dataset_wp_outliers,Ada-Boost,0.05401357921606109
82,0.10077202893586659,0.019284806959767028,0.5468686604670268,dataset_isolation,Ada-Boost,0.06002841794781681
83,0.09963294928100293,0.01881469687047963,0.5405035491226832,dataset_wp_isolation,Ada-Boost,0.05922382307574128
84,0.10665128856072474,0.02198567074110252,0.6126006749672788,dataset_log,Ada-Boost,0.06431847965091363
85,0.10660613020843124,0.021985660303713454,0.6126095879185592,dataset_wp_log,Ada-Boost,0.06429589525607235
86,0.10227142298898909,0.021991159236879002,0.567171645925322,dataset_sample,Ada-Boost,0.06213129111293404
87,0.11301130260651297,0.024192918901461746,0.5737192651376402,dataset_l,Ada-Boost,0.06860211075398737
88,0.11301130260651297,0.024192918901461746,0.5737192651376402,dataset_wp_l,Ada-Boost,0.06860211075398737
89,0.09931691110149118,0.01755049602124622,0.5128896312904736,dataset_outliers_l,Ada-Boost,0.058433703561368705
90,0.09850165510610813,0.017243729611583606,0.5094016973937545,dataset_wp_outliers_l,Ada-Boost,0.057872692358845866
91,0.10614091389815457,0.020704330231967678,0.5135034627895664,dataset_isolation_l,Ada-Boost,0.06342262206506112
92,0.10607845331922254,0.020780064682595214,0.49252390386505845,dataset_wp_isolation_l,Ada-Boost,0.06342925900090887
93,0.11295761612695125,0.02417018801335631,0.5741209225951152,dataset_log_l,Ada-Boost,0.06856390207015378
94,0.11295761612695125,0.02417018801335631,0.5741209225951152,dataset_wp_log_l,Ada-Boost,0.06856390207015378
95,0.11737191801713026,0.0284202019457949,0.49976093340977124,dataset_representative,Ada-Boost,0.07289605998146258
96,0.12866210723039487,0.0317247022866048,0.4415966681034713,dataset_outliers_representative,Ada-Boost,0.08019340475849984
97,0.11348585922565554,0.023135956895876508,0.46293346614121056,dataset_isolation_l_generated,Ada-Boost,0.06831090806076602
98,0.11527464046973093,0.02195423880084116,0.48131196174804847,dataset_isolation_generated,Ada-Boost,0.06861443963528605
99,0.10693046403012743,0.01861590681148096,0.4789552346627324,dataset_outliers_generated,Ada-Boost,0.06277318542080419
100,0.10766745771705197,0.01924539440079664,0.4734100374290927,dataset_outliers_l_generated,Ada-Boost,0.0634564260589243
101,0.11322711485089951,0.024145489224014816,0.5745110293346378,dataset_reduce_l,Ada-Boost,0.06868630203745717
102,0.10118377193670595,0.01803239148036066,0.49953685562300515,dataset_reduce_outliers_l,Ada-Boost,0.05960808170853331
103,0.10733606662220714,0.020919106894099065,0.5084409180049896,dataset_reduce_isolation_l,Ada-Boost,0.06412758675815311
104,0.06685875264172711,0.010805047240991912,0.8096045764137252,dataset,Gradient-Boosting-Regressor,0.03883189994135951
105,0.07023344570591154,0.011836763818753256,0.7913686063145493,dataset_wp,Gradient-Boosting-Regressor,0.0410351047623324
106,0.060159240264285596,0.00808112241979205,0.7757116011452909,dataset_outliers,Gradient-Boosting-Regressor,0.03412018134203882
107,0.06282990168044798,0.008673163686021798,0.7531526736713672,dataset_wp_outliers,Gradient-Boosting-Regressor,0.03575153268323489
108,0.06287494279990287,0.009029019116227287,0.7878185233764674,dataset_isolation,Gradient-Boosting-Regressor,0.03595198095806508
109,0.06545940997679112,0.009874403578697387,0.758907555424562,dataset_wp_isolation,Gradient-Boosting-Regressor,0.03766690677774425
110,0.06687184946565414,0.010807101591140744,0.8095692705406575,dataset_log,Gradient-Boosting-Regressor,0.03883947552839744
111,0.07025696935191039,0.011845101458621176,0.7912222483628307,dataset_wp_log,Gradient-Boosting-Regressor,0.041051035405265786
112,0.09222139646262686,0.01637313427473839,0.6766156420037192,dataset_sample,Gradient-Boosting-Regressor,0.05429726536868262
113,0.09574915235657908,0.02070465581196241,0.6350629400296165,dataset_l,Gradient-Boosting-Regressor,0.05822690408427074
114,0.09574915235657908,0.02070465581196241,0.6350629400296165,dataset_wp_l,Gradient-Boosting-Regressor,0.05822690408427074
115,0.08580379783001643,0.015141702673765476,0.5797948733445037,dataset_outliers_l,Gradient-Boosting-Regressor,0.050472750251890956
116,0.08555791525037183,0.015035618251889551,0.5721593203765447,dataset_wp_outliers_l,Gradient-Boosting-Regressor,0.05029676675113069
117,0.09089883992004828,0.017977953627382953,0.5775810346331511,dataset_isolation_l,Gradient-Boosting-Regressor,0.05443839677371562
118,0.09080890313888318,0.01811034912536664,0.5578192674064731,dataset_wp_isolation_l,Gradient-Boosting-Regressor,0.054459626132124905
119,0.0957508719921473,0.020703616699820317,0.6350816216961905,dataset_log_l,Gradient-Boosting-Regressor,0.05822724434598381
120,0.0957508719921473,0.020703616699820317,0.6350816216961905,dataset_wp_log_l,Gradient-Boosting-Regressor,0.05822724434598381
121,0.12234007673806577,0.030134400123681036,0.4703532151741381,dataset_representative,Gradient-Boosting-Regressor,0.0762372384308734
122,0.13180365957194493,0.03463559659209618,0.3912395036822637,dataset_outliers_representative,Gradient-Boosting-Regressor,0.08321962808202055
123,0.10581244235944283,0.02158113633067117,0.49893650387014093,dataset_isolation_l_generated,Gradient-Boosting-Regressor,0.063696789345057
124,0.09117783811090173,0.01459246024976755,0.6552715224550829,dataset_isolation_generated,Gradient-Boosting-Regressor,0.05288514918033464
125,0.08553816079810485,0.01264500278992246,0.6460706987930356,dataset_outliers_generated,Gradient-Boosting-Regressor,0.049091581794013656
126,0.10013503931499279,0.01765721307065738,0.5168683661308217,dataset_outliers_l_generated,Gradient-Boosting-Regressor,0.05889612619282508
127,0.1020674675236816,0.022748293738685036,0.5990944198489416,dataset_reduce_l,Gradient-Boosting-Regressor,0.06240788063118331
128,0.09320082746099,0.01727390136195081,0.5206416241419509,dataset_reduce_outliers_l,Gradient-Boosting-Regressor,0.055237364411470403
129,0.09732143620696014,0.019979151913900074,0.5305702816476845,dataset_reduce_isolation_l,Gradient-Boosting-Regressor,0.05865029406043011
