,MAE,MSE,R2,Dataset,Algorithm,Score
0,0.029295313040094202,0.001761536487064648,0.9689684111956712,dataset-train,Random-Forest-train,0.015528424763579424
1,0.031043763480872788,0.001964761626812962,0.9653885758289583,dataset_wp-train,Random-Forest-train,0.016504262553842877
2,0.026131884871129323,0.0013447950501620297,0.9626838755657096,dataset_outliers-train,Random-Forest-train,0.013738339960645676
3,0.027409322723240738,0.0014504480287440102,0.9587404781303832,dataset_wp_outliers-train,Random-Forest-train,0.014429885375992374
4,0.027026519290799095,0.0014608421350520893,0.9656690543611628,dataset_isolation-train,Random-Forest-train,0.014243680712925592
5,0.028331512369640054,0.0016105327827646968,0.9606837400424842,dataset_wp_isolation-train,Random-Forest-train,0.014971022576202376
6,0.02928762516823612,0.0017617196827885788,0.9689652381729978,dataset_log-train,Random-Forest-train,0.015524672425512349
7,0.031031090568773213,0.001965373477459761,0.9653778365815052,dataset_wp_log-train,Random-Forest-train,0.016498232023116486
8,0.03903027942448291,0.002814101193152944,0.9451498999439936,dataset_sample-train,Random-Forest-train,0.020922190308817926
9,0.043746881248249055,0.003794501787504874,0.9331534498597499,dataset_l-train,Random-Forest-train,0.023770691517876964
10,0.043746881248249055,0.003794501787504874,0.9331534498597499,dataset_wp_l-train,Random-Forest-train,0.023770691517876964
11,0.03796314818454734,0.0026892631043239695,0.9253739330819956,dataset_outliers_l-train,Random-Forest-train,0.020326205644435654
12,0.037913140606798,0.002678312641220291,0.9238145728502914,dataset_wp_outliers_l-train,Random-Forest-train,0.020295726624009143
13,0.040102913851845126,0.0031107073733369624,0.9269017376223678,dataset_isolation_l-train,Random-Forest-train,0.021606810612591044
14,0.03995886585988684,0.0031250398391604386,0.9237140283346734,dataset_wp_isolation_l-train,Random-Forest-train,0.02154195284952364
15,0.043746643540743965,0.0037952467074275284,0.9331404270757989,dataset_log_l-train,Random-Forest-train,0.023770945124085747
16,0.043746643540743965,0.0037952467074275284,0.9331404270757989,dataset_wp_log_l-train,Random-Forest-train,0.023770945124085747
17,0.04508227440299213,0.003477620689242579,0.9464334692980941,dataset_representative-train,Random-Forest-train,0.024279947546117356
18,0.03536838507882443,0.002054838658910751,0.9172989300899391,dataset_outliers_representative-train,Random-Forest-train,0.01871161186886759
19,0.05614600805234613,0.005491073700556955,0.8725483097638834,dataset_isolation_l_generated-train,Random-Forest-train,0.03081854087645154
20,0.04018689474890714,0.0026763607462557426,0.9367806439298082,dataset_isolation_generated-train,Random-Forest-train,0.02143162774758144
21,0.0387583808597581,0.002446922182780851,0.931519126415371,dataset_outliers_generated-train,Random-Forest-train,0.020602651521269475
22,0.05155075907630857,0.004484785351496187,0.8772970389944508,dataset_outliers_l_generated-train,Random-Forest-train,0.028017772213902378
23,0.050758532927547485,0.005094364568358969,0.9102524764946965,dataset_reduce_l-train,Random-Forest-train,0.027926448747953227
24,0.04651462830254796,0.003962871011210888,0.8900380978430065,dataset_reduce_outliers_l-train,Random-Forest-train,0.025238749656879424
25,0.04753479696222733,0.004343792362322032,0.8979203416961287,dataset_reduce_isolation_l-train,Random-Forest-train,0.02593929466227468
26,0.05933819104953038,0.006871944545236175,0.8789375180321961,dataset-train,Extra-Trees-train,0.03310506779738328
27,0.060329328768428524,0.007289815178213724,0.8715845723618825,dataset_wp-train,Extra-Trees-train,0.03380957197332112
28,0.04453674058034672,0.0036704543859228606,0.898149870179564,dataset_outliers-train,Extra-Trees-train,0.02410359748313479
29,0.04501975113262725,0.0037990398910472366,0.8919340550802826,dataset_wp_outliers-train,Extra-Trees-train,0.024409395511837247
30,0.049051186236448954,0.004730277474133374,0.8888349307882232,dataset_isolation-train,Extra-Trees-train,0.026890731855291165
31,0.04898346873171487,0.004899590487721685,0.880396998236475,dataset_wp_isolation-train,Extra-Trees-train,0.026941529609718278
32,0.05849261328144173,0.006665932675172502,0.8825625871098459,dataset_log-train,Extra-Trees-train,0.032579272978307115
33,0.05835119080277651,0.0068112217719151266,0.8800036964319728,dataset_wp_log-train,Extra-Trees-train,0.032581206287345815
34,0.04101888916607882,0.003047367122064603,0.9406474739599847,dataset_sample-train,Extra-Trees-train,0.022033128144071712
35,0.0625745989224728,0.007907882140959971,0.8606955386911161,dataset_l-train,Extra-Trees-train,0.035241240531716386
36,0.0625745989224728,0.007907882140959971,0.8606955386911161,dataset_wp_l-train,Extra-Trees-train,0.035241240531716386
37,0.048544373558921015,0.004415890368655931,0.8774642277977428,dataset_outliers_l-train,Extra-Trees-train,0.026480131963788473
38,0.048207688622293014,0.004355093254082716,0.8761152568387152,dataset_wp_outliers_l-train,Extra-Trees-train,0.026281390938187866
39,0.05372806477224516,0.005752204641393922,0.8648276304160957,dataset_isolation_l-train,Extra-Trees-train,0.029740134706819542
40,0.053119872317545544,0.005650237018055145,0.862070569584429,dataset_wp_isolation_l-train,Extra-Trees-train,0.029385054667800344
41,0.061335185331864085,0.007590166858983798,0.8662919519903236,dataset_log_l-train,Extra-Trees-train,0.034462676095423944
42,0.061335185331864085,0.007590166858983798,0.8662919519903236,dataset_wp_log_l-train,Extra-Trees-train,0.034462676095423944
43,0.04002068084255316,0.002722162689626245,0.9562074044307876,dataset_representative-train,Extra-Trees-train,0.021371421766089704
44,0.03418132811823453,0.0017839713566837338,0.9345270365764965,dataset_outliers_representative-train,Extra-Trees-train,0.017982649737459132
45,0.07740475264831961,0.011062365723727246,0.7432423963932268,dataset_isolation_l_generated-train,Extra-Trees-train,0.04423355918602343
